artist_id	artist_name	is_in_US_Canada	location
ARIPNPE1187FB3EE18	Donny Hathaway & Roberta Flack	True	Chicago, IL
ARCS4GZ1187FB469EB	Slim Dusty	False	Kempsey, New South Wales
ARDZVOI1187B98BE89	Brewer & Shipley	True	Los Angeles, CA
ARZAOBD1187FB42973	Artillery	True	Tennessee
AR6V5N11187FB53359	Jellybean	True	New York, NY [South Bronx]
ARDV6TO1187FB3EDB0	Elkland	True	Horseheads, New York
ARQXAT41187FB37BAB	Caprice	True	California - SF
AR2MSUY1187B9B4602	Muddy Waters	True	Rolling Fork, MS
ARVFPOV1187B99B631	Bobby Sherman	True	Santa Monica, CA
AROBVMJ1187B9949CD	Eugene Church	True	St. Louis, MO
ARQ58X31187FB480D2	Death By Kite	False	DENMARK
ARDTR3W1187B98B75C	Pinstripes	True	New York New York USA
AR1IDYQ1187B98E714	Haujobb	False	Germany
AROF8OV1187FB55B85	Pelle Carlberg	False	Sweden
ARU230L1187FB4642F	Walter Hawkins	True	Oakland, CA
AR18QSB1187FB43922	Fyono	True	Wisconsin
ARNZNFW122BCFCAB3B	Ino	True	Quebec
ARH0ZM01187FB4E789	Konflict	True	Virginia
AR1XVTM1187B996D57	John Doan	True	Oregon
ARLFEUK1187FB4D4BC	Al B. Sure!	True	Boston, MA
ARGOHES11EB9C81706	Passafire	True	Georgia
ARSMBHF11F50C4DDD8	World (Brent Hunter vs Nina Ramsby)	True	California
ARW7KDL1187B99DF8F	Monster Movie	False	Middleton, England
ARC1K941187B9B1535	Life Of Riley	True	Houston, TX
AR8GXSI1187FB59CFB	Bing Crosby_ The Andrews Sisters	True	Tacoma, WA
AR8GWWZ1187B9A2DC3	Nosliw	False	Bonn
ARKD0K01187FB44155	Hug	False	Stockholm, Sweden
ARUE65J1187B9AB4D9	Fireside	False	Sweden
AR2VNLR1187FB45489	Crooked Fingers	True	Washington
ARVNDLR1187B99CA1B	Dolce; Orange Factory	True	Oklahoma
ARYPAKF1187B9B1F1F	KB	True	Haiti
AR22QZN1187FB4D4C0	Armando	False	nettuno anzio (rm)
ARB9IKN1187B9A6C29	Brain Failure	False	Beijing, China
ARUOE5X1187FB539CC	Curtis Salgado	True	OMAHA, Neuenburg
ARSX3SG1187B99686A	Eddie Kirkland	True	Georgia
ARL35T11187B990E70	Tone Depth	True	MIDDLE RIVER, Maryland
ARC2EVM1187B99220E	Farid	True	California - SF
ARK9OBY1187B9B3D90	D.O.E.	True	Pennsylvania
ARLH2VS1187B9A0EE9	Giorgio Gaber	False	Milan, Italy
ARA31311187B98D9E5	Fist	True	Tyneside, England
ARKO0RM1187FB50C4F	Indeep	True	New York, NY
ARBZCLP1187B99C35B	Prince Far I	True	Spanish Town, Jamaica
ARVLHYF1187B9BA2DA	M&T	True	Detroit, MI
ARHHOPP1187FB4FAD5	Port O'Brien	True	California
ARKKPRW1187FB4D81E	Equilibrium	True	Colorado
ARPESUV1187B98BFDA	69 Boyz	True	Jacksonville, FL
ARNDS8N1187B992AC3	Fight Paris	True	Atlanta, GA
ARASCJD1187FB53A79	Paul Johnson Feat. Candi Staton	True	Chicago, IL
ARBYB6F1187FB3F23D	Venus	False	ITALY
AR4PCIG1187B98D07D	Ellen McIlwaine	True	Nashville, TN
ARXTDP61187B9A4507	Chris Caffery	True	NY - New York City
ARIEMC01187B99D2EF	The Racing Cars	True	Rhonda Valley, South Wales
AR5CY5P1187FB3C05D	The Fold	True	Texas
ARTNM7F1187FB47D3B	The Bastard Fairies	True	Minneapolis, MN
ARIP5N11187B991F46	Lone Star	False	England
ARLBVEN11F4C83B6AB	Ace Deuce	True	Texas
ARDHKG01187FB4CBDE	Yo Majesty	True	Tampa, FL
ARUE8U11187FB40A64	Stephan Remmler	True	New Jersey
AR6GH1Y1187B98E6BF	Nils Landgren & Johan Norberg	False	Sweden
AR5C4CP1187FB497A8	Eddie C. Campbell	True	Duncan, MS
ARF0ZRZ1187B9AAE83	Sutton Foster	True	Brooklyn, NY
AR93QSB11C8A42C309	Radikal Dub Kolektiv	False	Zagreb , Croazia (Hrvatska) 
ARQ54DT1187B995105	North Atlantic	True	Kalamazoo, MI
AR1F5Q71187FB425EF	Blood Meridian	True	Vancouver, British Columbia, Cana
ARH71OF1187B98ECA2	David Jacobs-Strain	True	New Haven, CT
AR12G7A1187B994BF6	Deborah Harry	True	Miami, FL
ARGXNS21187B999665	Tina Britt	True	Florida
ARU24791187B996E24	Prisma	False	Switzerland
AR69B451187B9B054E	Tony Furtado	True	California - LA
ARF3B9R1187FB5BA92	Oil	True	California - LA
ARJEKC61187B9989F9	Dreamers	True	California - LA
ARYQHYX1187B98FE56	Pulley	True	Simi Valley, California
ARVV4GR1187B9AA383	Joni James	True	Chicago, IL
ARKRXJE1187FB43CA8	Karla Bonoff	True	Los Angeles, CA
ARLJIGA122C849866D	Hot Live Guys	True	CANADA - other
AR5HD4C11C8A415667	Bryn Christopher	False	Birmingham
AR6W5MS1187FB3BF47	Little Feat	True	Los Angeles, CA
AR20RYM1187B9ACE8C	Dr Kucho!_ Gregor Salto	False	Madrid, Spain
AR4ANKV1187FB4E397	Beatnik Termites	True	Cleveland, OH
AR4SOEM11A348EFF9D	Slaves To Gravity	True	UK - England - South West
AREMYGO12420781BB7	Your Name In Vain	True	North Carolina
ARPAEMF1187B98E284	Future Funk Squad	False	Melbourne, Australia
ARURVJT1187B9893E9	Cajmere feat. Dajae	True	Chicago, IL
ARSUCHW1187FB55A3C	Bissen / Victoria Gross	True	St. Louis, MO
AR5BWLS1187B98E5E9	Nux Vomica	True	Nashville Tennessee USA
ARNSECX11E2835DB52	Amity in fame	False	Linz
AR0B3JN1187FB4360A	Hal Willis	True	Roslyn, Quebec, Canada
AR2F2121187B99320F	Unholy	True	NY - Upstate NY
ARWMSXT1187FB5807A	Dan Stone pres. Aruba Flow	True	Maryland
ARAPFN61187B990019	King Curtis	True	Fort Worth, TX
AR2NPR31187FB4F397	Ray Bryant	True	Philadelphia, PA
ARFODYW1187B996DE0	Capsela	True	Mass. - Boston
AR0OE2I1187B989368	Stephen Lynch	True	NY - New York City
AR0Y9WH1187B9ACB04	Big Tymers / Mikkey / Joi	True	DETROIT ROCK CITY, Michigan
ARNNQZK1241B9CB055	Thomas Fraser	False	Great Britain / UK
ARRGZ8X1187B99B9D7	Toshack Highway	False	London, England
ARAHYXY1187B9BA107	Patti LuPone / Mandy Patinkin / Various Artists	True	Northport, NY
ARXU7R61187FB3B674	Mason Williams	True	Abilene, TX
AR7IJIH1187FB37323	Lucille Hegamin	True	Macon, GA
ARQHJBT1187B9AA6C5	Charming	True	California - SF
ARAB3FW1187B9A136A	B Angie B	True	Morton, MS
ARXAGSQ12086C139E8	Rough & Ready	False	JAPAN
ARWRO6T1187B98C5D6	Beangrowers	False	St. Julians, Malta
ARX4PJ61187FB4F84B	James & Bobby Purify	True	Pensacola, FL
ARSY6UL1187FB428C5	Nicole	False	London, United Kingdom and Los Angeles
AR91GW21187FB4F642	Roger Miller	True	Fort Worth, TX
AR4CE6H1187FB4D5C3	Poco	True	Los Angeles, CA
ARUKIC21187B997B0C	Ghosts and Vodka	True	Chicago, IL
AR3HH9N1187FB3FE72	Dada Life	False	Stockholm
AR8UZXF1187B9AB868	Soltero	True	NY - New York City
ARKJ5U21187FB4E721	Sonny Curtis	True	Meadow, TX
ARKD9S41187B997CA6	Lorna	False	Nottingham, England
ARW508W1187B99D05A	Razorback	False	Philippines
ARAR6GQ1187B998A29	Kinski	True	Seattle, WA
AR1LKJN11C8A4212C5	Mama	True	Colorado
ARBEOVA1187FB41C35	Datarock	False	Bergen,  Norway
ARUIL2C1187FB4DA01	Necronomicon	False	Aachen, Germany
ARSUH8U1187FB3901C	Out Of Order	True	Chicago, IL
ARBYPGM1187FB386CE	Grave Digger	False	Germany
AR1F1I01187B9A0598	Rocky Dawuni	True	California - LA
ARFLGGO122988EE3DB	Ngouma Lokito	True	California - LA
ARTR9371187B99F116	Alien Breed	True	California - LA
ARLCAFA1264D12FC92	Julio Iglesias	False	Madrid, Spain
ARVDEVM1187FB4E658	Tiny Vipers	True	Seattle, WA
AROZASO1187B9A3798	Denison Witmer	True	Philadelphia
AR548LF1187FB4ADDF	Italoboyz	False	Italy &amp; London
ARLUQOL12454A42244	Lee Perry And The Upsetters	True	Jamaica
AR40KMU1187FB38FF1	Medina Green	True	NY - New York City
ARN364B1187B98A322	Tolchock	False	Sundsvall
AR9GUWJ1187B9A1ED1	Da Youngsta's	True	Philadelphia, PA
ARVWMRK1187FB5B32D	Pickin' On Series	True	Alabama
ARV3Z2I1187FB3E0BF	Nerina Pallot	False	London, England
ARBS0UH1187FB42E75	Foul Play	True	California - LA
AR2WW721187B99F69D	Pollyanna	False	FRANCE
AR18AFT1187FB3C8BE	Walter Horton	True	Horn Lake, MS
ARIGJC61187B9B2D4B	Grim Reaper	False	Droitwich, England
ARY123V1187B9A5BDF	Paul Revere & The Raiders	True	Los Angeles, CA
ARECVOG1187B9B5CC2	Townes Van Zandt	True	Fort Worth, TX
AR93JQL1187FB54447	Spitalfield	True	Chicago, IL
ARJM1XC1187B9A8270	Ram Jam	True	New York, NY
ARVZVGI11C8A414F45	Jefferson Pepper	True	Pennsylvania
AR1GW0U1187B9B29FD	Prince With 94 East	True	Minneapolis, MN
ARTE30J1187B988DEB	6th Sense	True	NY - New York City
ARAOCQQ1187FB4A1A5	Unitus	True	CANADA - Ontario
AR2YP6P1187B9969CF	Mr. Lucci	True	Texas
ARY00A81187FB54901	Gratitude	True	San Francisco, CA
ARDFYYM1187B99E1DE	The Crew	True	SEATTLE/LYNNWOOD/EVERETT, US
AR47RVG1187B995CE7	D:Fuse & Hiratzka featuring Kristy Thirsk	True	Austin, TX
AR3OXSV1187B9A75B2	Astroqueen	False	Gothenburg, Sweden
ARE3CAD1187FB40A41	Fair Warning	True	California - LA
ARDLLAK1187B9AB2C3	E.S.G.	True	Texas
ARA2CR31187FB36A39	The Kitchen	True	CANADA - Ontario
ARI3P8A1187B9B4AE3	Dangerous Toys	True	Texas
AR41LGG1187FB49FE2	Johnny Bristol	True	Morganton, NC
AR0CS771187B9920F1	Squallor	False	Napoli, Milano, Firenze
ARC8CQZ1187B98DECA	Jack Johnson	True	Queens, NY
ARWDVFQ122BCFCAAEB	Krazy	True	Texas
ARG0TXR1187FB4E708	The Spencer Davis Group	False	Birmingham, England
ARX9D7I1187FB4C808	The Showdown	True	Elizabethton, TN
AR6WHOO1187B9B8449	Greg Weeks	True	Philadelphia
ARCJMSV1187B9993B1	Romanowski	False	Zurich, Switzerland
ARKGX701187B993970	Lee Dorsey	True	New Orleans, LA
ARGZE0X1187FB430E5	The RH Factor	True	Waco, TX
AR64L1N1187FB475B3	M1	True	NY - New York City
ARK2CBH1187B9A2667	Dark Sanctuary	False	FRANCE
ARZTGQE1187FB461D9	Ideal	True	Florida
ARDLAPG11E2835C640	City of Prague Philharmonic Orchestra	False	Great Britain / UK
ARMRQF21187FB54D89	Kanda Bongo Man	False	Inongo, Zaire
ARLWRHY11F4C83CF0A	Lionel Hampton and his orchestra	True	Louisville, KY
ARZMTUS1187B9B207B	BT Express	True	Maryland
AR1Y4NM11C8A41545D	Los Peyotes	False	Argentina
AR20RMZ1187B9B2994	Renegade Soundwave	False	London
AR7XC3F1187B98F135	Max Minelli	True	Baton Rouge, L.A.
ARU7NUZ1187B9B3B31	Shanghai Lily Dublin	False	GERMANY
AROYIDI1187FB4D347	David T. Chastain	True	Cincinnati, OH
ARLBWGB1187B9A2096	Mikkel Metal	False	Horsens, Denmark
ARMKMUD1187FB4F47B	Rick Wright	False	Hatch End, London, England
ARW5F0B1187FB543A9	Magenta	True	South wales
AR1G0OP1187B9AFE9B	Kippi Kaninus	False	Iceland
ARIYVGC1187B9A378F	Nasty Idols	False	SWEDEN
ARCOCHT1187FB4A93A	Fabrice Lig	False	Charleroi, Belgium
ARX6JP71187B9928F2	Wayne County & The Electric Chairs	True	New York
ARNYWB31187B99753B	Estrella	False	Kuala Lumpur, Malaysia
ARCT1I11187FB3B181	Johnny Corporate	True	Brazil
ARSPIHU1187B99DDD8	Protein	True	San Francisco, CA
AR2CD9Z1187FB5B754	Chris Thile	True	Santa Monica, CA
ARUNFKJ12454A47769	Outkast Featuring Killer Mike	True	Atlanta, GA
ARIR1PS1187B9AFFFA	Omni	True	Los Angeles, CA
ARJUAM11187B989313	Honeybrowne	True	Texas
ARNILB71187B99EC88	Billy Higgins	True	Los Angeles, CA
AREUTEC11E2835DCB4	Dave Holland Sextet	False	London
ARL7CNG119B3402DDB	The Perpetrators	True	Canada
ARN80RG1187B9AF43A	Bassholes	True	Columbus, OH
AR913ZN1187FB5B56B	Chris Spheeris	True	Arizona
AR2DFWJ1187B9976E2	Figure Four	True	Winnipeg, Manitoba, Canada
AR5MSL51187FB52E11	ÄI-TIEM	False	India
AR345XR1187FB4AC59	Scott Burns	True	Dayton, OH
ARYSQUS11F50C4F58F	Seminole County	True	Florida
AR32P6E1187FB36096	Bargain Music	True	Long Beach, CA
ARONOL51187FB372CB	Venom P. Stinger	False	Australia
ARMVMAG1187B991240	Waddie Mitchell	True	Elko, NV
AREC2RD1187FB46652	Nuyorican Soul / Jocelyn Brown	True	New York, NY
ARYMPTH11F4C83D484	Childhood	True	Wisconsin
AR3NHIA1187B9AC99B	My Life With The Thrill Kill Kult	True	LOS ANGELES via CHICAGO
ARMJVLT1187B9AC8DB	Me'Shell Ndegeocello	True	Washington DC
AR9G2A41187B99951A	Las Niñas	True	Mississauga
ARYKVZI1187B9AE8A9	Andreas Johnson	False	Bjarred, Sweden
ARZMKFR1187FB3FC28	Echoing Green_ The	True	Albuquerque, NM
AROJ4691187FB3EC1C	The Flying Burrito Brothers	True	Los Angeles, CA
AR80DR81187B9B5EB6	Under Byen	False	Denmark
AR6LXEB1187FB378DF	Royal Hunt	False	Copenhagen, Denmark
ARINQGX1242077F98D	Sada Sat Kaur	True	California - LA
AROPBVQ1187FB36581	Khold	False	Oslo, Norway
ARUEMHA1187B9B875E	Elizabeth Fraser	False	Falkirk, Scotland
ARZO9UQ1187FB4D261	Alliance Ethnik	False	Creil, France
ARA2YV71187FB3B225	Rocky Votolato	True	Frost, Texas
ARYYCVC1187B9A8510	Bessie Smith	True	Chattanooga, TN
ARQWBGL122BCFCB9B9	Heston	True	Georgia
AR7HF0O1187B98E7C8	Jungle Rot	True	Kenosha, WI.
ARVVMLT1187FB4F947	Claymore	False	AUSTRALIA
ARRZ1VV1187FB39C73	DENNIS EDWARDS FEAT. THE WEATHER GIRLS	True	Birmingham, AL
ARI3NRQ1187B9B914B	Lee Rocker	True	Long Island, NY
ARIRBYB11E86388651	Fans Of Jimmy Century	True	San Francisco California USA
ARGEWNV1187B9890F5	Dizzy	True	Ohio
ARPQM8N1187B9AF5C0	Snooky Pryor	False	Munich, West Germany
AR8S3TE1187B99B4EF	Red Plastic Bag	True	Barbados
ARZE0AG1187FB5BF61	The Five Stairsteps	True	Washington DC
AR7BPLI1187FB4A306	Anthony Blea Y Su Charanga	True	California - SF
AR6E5S51187B98C1A2	All Out War	True	Newburgh, NY
ARHYZVQ1187B9AD83B	Ute Lemper / RIAS Berlin Kammerensemble	False	M�, Germany
ARV16Y31187B9B14E7	Johnny Thunders	True	Leesburg, FL
ARRUMDY1187B9ACDFA	MC Solaar	False	Senegal
ARFJ6GX1187B994813	Leon McAuliffe	True	Houston, TX
ARH24021187FB4DEA1	Black Messiah	False	Nordrhein-Westfalen
ARHNH661187B9B33EE	Ralph Fridge	False	AU
ARU95DC1187FB4C866	Pretty Girls Make Graves	True	Seattle, WA
ARLRRUM1187B9AEE65	Tune Wranglers	True	San Antonio, TX
AR4QPFH1187B9A4EE3	Skeets McDonald	True	Greenway, AR
ARP09HW1187B9AE6A7	Sir Lancelot	True	Cumuto, Trinidad
ARUFC5R1187B9A351D	Devlin	True	California
ARWTKBM122988FDB91	Cota chaperon	False	Zaire
ARMW52H1187B98C835	Betika_ Daouda	False	UK - England - South East
AR8UED41187FB3A73E	Cyril Achard	False	FRANCE
ARWWC1K1187FB44FB3	Conrad Schnitzler	False	D�orf, Germany
ARO79W41187B995112	Willie Brown	True	Los Angeles, California
ARM3FV61187B9A12C2	Cave Catt Sammy	True	San Antonio, TX
ARURPV81187FB4F188	Locksmith	True	California - LA
AR02MJ91187B9B3D80	White Rose Movement	False	London, England
ARH42KA11C8A416880	Peloton	True	California - SF
AR0A30I1187FB35F41	La Barranca	True	Guadalajara, Jalisco
ARAWLTS1187B9A26E4	Andre Watts	True	Canada
AREH5VK1187FB38BBA	Bambam	True	United States
ARJOCDH1187B9A4C97	Diana Anaid	False	Australia
AR5BZIY1187FB41A36	Lil Rob	True	California - LA
ARFGWWJ1187B998381	Terry Hall	False	Coventry, England, United Kingdom
ART6HSN1187FB4ACF3	Peter Green Splinter Group	False	UK
ARDMKKB1187B9A0EDA	Très	True	Texas
AR2DJLP1187B9AC38D	Thee More Shallows	True	San Francisco, CA
AR3WD7Q1187B995B45	Dom	False	Switzerland
AR5GMS71187FB4DDF5	Jean Shepard	True	Pauls Valley, OK
ARCV9101187B9B4944	Turbulence	True	Jamaica
ARKO3FX1187B98AF6C	Raw Deal	True	New York
AR94AIM1187FB58F41	Med & Phil Metcalfe	True	Oxnard, CA
AR2Z1HS1187B9B0825	Zyklon-B	False	108
ARSA0DW1187B993E1E	Rupee	False	Germany
ARNMHWR11F4C83B384	Kingston Trio	True	Palo Alto, CA
ARVBV0V1187B9A7678	Lisa "Left Eye" Lopes	True	Philadelphia, PA
ARTBB621187FB3A2D6	U.S. Maple	True	Chicago, IL
ARGYVWR11E2835C194	The Chambers Brothers	True	Lee County, MS
AR2M5B11187B99E801	Girls Are Short	True	Toronto, Ontario, Canada
AR4COBT1187FB45641	Janice Grace	True	NY - New York City
ARK82DC1187B9A1FEB	Gordon Jenkins	True	Webster Groves, MO
ARWBNJV1187B9B5E94	CORNELIUS	False	Setagaya-ku, Tokyo, Japan
ARNZT5M1187FB3A96D	Idem	False	NANTES
ARL3IIC1187FB394BD	Richard Clayderman	False	Paris, France
ARGXOAH11F4C83D405	Steven Mark	True	NY - New York City
ARIF6IS1187B98FDEB	Primordial	False	Dublin, Ireland
ARVWTVL11F50C51359	Fakkulty	True	Texas
AR1TLVQ1187B98B5D3	McKay	True	Georgia
ARIDID61187B99B31A	Pete Tong	False	Dartford, England
ARO901Y1187FB435C0	Deep Side	True	HOMESTEAD, Florida
ARS10A81187B9B6E16	Art Ensemble Of Chicago	True	CHICAGO, Illinois
AR2EC591187FB4B3E4	Brinsley Schwarz	False	England
ARKFJI71187FB55484	Tunng	False	London, England
ARPLGQ11187B99AF86	Moussa Diallo	False	DENMARK
ARWH9QU1187FB40761	Neon Plastix	False	Doncaster, England
AR85UZP1187FB3C123	Four Tunes	False	Redruth, Cornwall
ARMMF6R119B86678CF	Everything At Once	True	CANADA - Ontario
ARW3I991187B990EB2	Räven	True	Florida
AR5SI4B1187B9A48A3	Nahki	False	JAPAN
AR1C4OQ1187B9A2105	Arrogance	True	Chapel Hill, NC
ARAEDZO12131B4B54D	Dead Or Alive	True	Colorado
ARMPZBQ122C8676347	Quest Poetics	True	CANADA - Ontario
AR1AMAC1187B99DF32	3xKrazy	True	Oakland, CA
ARAFSJB1241B9CA924	Doug Folkins	True	CANADA - Ontario
ARWLJEK1241B9C5C84	AFC	True	NY - New York City
ARVRIRA11F4C83B63E	Andrews Sisters	True	Minneapolis, MN
AR69FR01187FB4D250	The Clovers	True	Washington, D.C.
ARPBD4H1187B9A131F	Health	True	LOS ANGELES
ARJSSHU11EB9C80B47	VULTURE WHALE	True	Alabama
AR3GSEN1187FB4AD26	Joe Liggins	True	Guthrie, OK
ARQRI531187B990C25	25 Ta Life	True	New York
AREUVYB11A348F0308	Christopher D Ashley	False	Reading
ARYATNA122C86760D3	Ceramic Holiday	True	California - LA
AR0PP4K1187B9B2A38	Emerson String Quartet	True	New York, NY
ARMJ67Y1187FB3FD2E	System	True	Venezuela
AR8LTC31187B9B0A7A	Klaus Nomi	False	Bavarian Alps, Germany
ARW8Y7Q1187B9A0374	Marty Stuart & His Fabulous Superlatives	True	Nashville TN
ARZEAO01187B998042	Jody Miller	True	Phoenix, AZ
ARNLVQB1187B9AEAB0	Steve Miller Band	True	Swingtown
ARZSP411187B99F826	WildFlower	False	dublin, IE
AR353761187B98F1F2	Marion Meadows	True	New York
ARHZLRC1187FB4DFC9	The Darling Buds	False	Cardiff, Wales
AREXUHA1187B9923BF	Empire State Human	False	IRELAND
ARAOKW71187FB484A9	Dan Black	True	Paris FRANCE
AR1ON8N1187B98FE42	Pur	True	South Carolina
AR8NDUI1187B996322	Benjamin	True	North Carolina
ARLWWAE1187B9B0F17	Entombed	False	Sweden
AROCFXT11E2835CEF3	Philharmonia Orchestra/John Lanchbery	False	London, Bedford, Leicester
ARYBP3U1187B9B3A4C	Sensations	True	Philadelphia, PA
ARJI3Z11187FB3C9C9	Shelleyan Orphan	True	Costa Mesa,  California USA
ARWG6FM1187B9892B8	I Love You But I've Chosen Darkness	True	Austin, TX
ARPGS671187B996060	McCoy Tyner	True	Philadelphia, PA
ARIAKQS1187B996FDC	Joe McPhee	True	Miami, FL
ARQYF3V1187B9922B8	No More	True	Guelph, Ontario, Canada
ARSPC9J1187B9A7EA1	Ghetto Mafia	True	Atlanta, GA
ARCV2261187FB4102F	The Family	False	Central London
AR5MJOG1187FB382DF	Frankie Lymon And The Teenagers	True	Harlem, NY
AR8T56O1187FB51C41	Bruford	False	Sevenoaks, Kent, England
ARQAWZM11F4C83C25C	A+O	True	Delaware
ARGSEQR1187B9B48F6	Tommy Roe	True	Atlanta, GA
ARTZRS11187FB4C8A9	Nouvelle Vague	False	Paris, France
AR4HKS41187B9A4B42	Lana Lane	True	California - SF
ARFOZ9U1187FB4F625	I Was A Cub Scout	False	Nottingham, England
AR858UO1187FB437B4	Precious Bryant	True	North Carolina
ARFKY031187B9906DA	Eden's Curse	True	Connecticut
AREUO7Q1187B998885	Chet Atkins & Merle Travis	False	Christchurch New Zealand
ARZR6XL1187FB42708	Pitbulls In The Nursery	False	Rambouillet, France
ARNEWMP1187FB3DB31	Horace Silver	True	Norwalk, CT
ARBAW9R1187B98FB6B	Natasha Bedingfield	False	London
ARCOCDD1187B9A20BF	Ledward Kaapana	True	Hawaii
AR9VI9M1187FB410CC	To My Surprise	True	Des Moines, Iowa
AR6AJHY1187B996626	Smokie Norful	True	Pine Bluff, AR
ARB1QYQ1187B9B9765	Paul McCandless	True	Indiana, PA
ARO32Q71187FB5428D	Before Braille	True	US
AR78JQQ1187FB387DB	Bread	True	Los Angeles, CA
AREBEX91187B9B34A1	Climax Blues Band	False	Stafford, England
ARZ7ANI1187B98B594	Tommy Wright III	True	Memphis, TN
ARJIKWK1187B9946A0	Metabolismus	False	Stuttgart, Germany
ARGBZUI1187FB3D4F9	Greg Adams	True	California - LA
ARUPR311187FB44355	The Mad Scene	False	Dunedin, New Zealand
AR15YLD1187FB3D4DD	John Tchicai	False	Copenhagen, Denmark
ARODMV01187B98AEA7	Radar Brothers	True	Seattle, WA
AR2L9H51187B9AA791	Miguel Y Miguel	True	Angostura, Sinaloa, Mexico
ARWQCFY1187B98BCE9	Raindance	True	North Carolina
ARGYI3M1187B98BDD2	Eddy Mitchell	False	Paris, France
ARMGN271187B997BBB	Mindless Faith	True	NY - New York City
ARVNM8N1187B9A5F2C	Angela Strehli	True	Lubbock, TX
ART09111187FB5BF48	Ty Herndon	True	Meridian, MS
ARXS6SA1187FB383B8	The Sleeper	False	MARY LAND
ARE17W51187FB5381B	Rui Da Silva	False	London
AR455YQ11C8A41593D	John Anderson / Waylon Jennings	True	Littlefield, TX
ARC6BYI1187FB4ED77	Frank McComb	True	United Kingdom
ARQTC851187B9B03AF	O.A.R.	True	Rockville, MD
ARNJBXZ1187B9965B4	Night In Gales	False	Vorede, Germany
ARXCL411187FB35FF8	Impaled Nazarene	False	Finland
AR6TKMQ1187B9ACEDA	Barry Mann	True	Brooklyn, NY
ARNVH8S1187FB52F86	Heavy D	True	Jamaica, West Indies
ARR9RE51187B98E899	Keali I Reichel	True	Hawaii
ARU3XD61187B9A1A67	Ian Dury & The Blockheads	False	Upminster, Essex, England
AR8QW1M1187B98D1CB	Dave Holland_ Steve Coleman_ Julian Priester_ Marvin Smitty Smith_ Kenny Wheeler	False	Wolverhampton, W. Midlands, Engla
ARZYZ3P1187B993001	Device	True	Miami / Puerto Rico
ARNXZHL1187B98F76B	Wayne Newton	True	Roanoke, VA
ARWSKKT1187FB41678	Mull Historical Society	False	Scotland
ARBF9CG1187FB3D905	The Weavers	True	LONG BEACH, California
ARAXOFB1187FB4EE05	Willie Dixon and Memphis Slim	True	Vicksburg, MS
ARTY1P21187FB53DA3	Electric Frankenstein	True	New Jersey
AR4UYK91187FB36122	David Sylvian	False	Lewisham, London, England
ARQCVNJ122988FAA40	Plastic Parachute	True	California - LA
ARNJJAH11E2835F122	Pierre Aderne	True	Swingtown
ARHAP471187FB59AE4	Nodes Of Ranvier	True	Sioux Falls, SD
ARLTX751187B9A1828	Frederick Knight	True	Birmingham, AL
ARXP9AY11C8A42CA8C	Gruppo Italiano	True	NY - New York City
ARLDN8M1187B988B77	Raison D'être	True	Kentucky
ARUJCQR1187FB5869B	Ruff Endz	True	West Baltimore, MD
ARI643P1187FB4C20C	Frank Ti-Aya Feat. Yardi Don	True	BOSTON, Massachusetts
AR7OO5F1187B9B84A3	Ian Pooley	False	Mainz, Germany
ARTY8L91187FB4B3A2	Getfar	False	AF
AROMHXW1187FB4D75D	Estroe_ Sebastian Davidson	False	Zutphen
ARHG53Q1187B9ACBFC	Alias	True	Georgia
ARQ3SP11187FB50585	Katie Webster	True	Houston, TX
AROTPDA12086C16685	Marcilo Agro e il Duo Maravilha	False	Novara
ARIK7WR1187FB4503B	Ronnie Aldrich	False	Erith, Kent, England
ARFCWOK1187B994E7A	T.N.T.	True	CEDAR PARK, Texas
AR1PTQ01187FB5776E	Chick Webb & His Orchestra	True	Baltimore, MD
AR5U94U1187FB5CDCF	John Hammond / Duane Allman	True	Nashville, TN
ARHCNV31187FB561E8	Yuri	True	Veracruz, Mexico
ARNULK21187FB46537	Grandmaster Flash & The Furious Five	True	New York, NY
AR8GEH21187FB4F83E	6CycleMind	False	Metro Manila
AREXCJW1187FB3C1A0	Hard 'n Phirm	True	United States
AR8RXRI1187FB4104B	The Roots	True	Philadelphia, Pennsylvania, U.S.
AR4VLU91187FB5CE74	Annette Hanshaw	True	New York, NY
ARPUYNR1187FB59904	Rogue Element	False	Milan,Italy
ARCB34Q1187B98F80B	Gwyn Ashton	False	AUSTRALIA
ARDKKLA122CC3B180A	Beautiful Small Machines	True	Pennsylvania
ARFN3YG1187B9AD9F1	Skyforger	False	Latvia
ARP28RX1187B9AF6C4	The Offspring	True	Los Angeles, Ca
ARLKNCZ1187FB47DE4	Crash Crew	True	HOUSTON, Texas
ARNVMTO1241B9C8176	Roby C vs S.H.	False	Cagliari / Sardinia Island
ARSX3H31187FB3D86F	Hubert von Goisern	False	Goisern, Austria
ARNCI8U119B8667E74	Eaststrikewest	False	London
ARM7C1Q1187FB471C8	Bullet For My Valentine	False	Bridgend, South Wales, UK
ARS0OVS1187B9993C3	Wah!	True	Los Angeles, CA
AROMP381187B9AF2E6	Rise & Fall	False	Ghent, Belgium
AR426001187FB3F2A1	Sam & Dave	True	Miami, FL
ARJ9DSA1187B990E00	John Mayall & The Bluesbreakers	False	Macclesfield, Cheshire, England
ARFWYS91187B988BBC	Timesbold	True	New York
ARPOV8N1187FB4D78F	Jimmy Nelson	True	Philadelphia, PA
ARSUQ9F1187B990561	Kingspade	True	USA
